order_id,return_reason,refund_amount,refund_status
2752,Wrong Item Delivered,1286.75,Refunded
2754,Damaged Product,3930.45,Rejected
2765,Wrong Item Delivered,4541.84,Refunded
2768,Poor Quality,3058.86,Refunded
2772,Size Issue,137.37,Refunded
2777,Size Issue,4344.71,Refunded
2780,Late Delivery,2737.54,Refunded
2785,Poor Quality,593.36,Pending
2788,Size Issue,4995.11,Pending
2789,Poor Quality,4105.21,Rejected
2790,Size Issue,2198.09,Pending
2797,Size Issue,371.2,Rejected
2804,Poor Quality,2061.36,Pending
2805,Wrong Item Delivered,4750.82,Refunded
2808,Poor Quality,350.12,Rejected
2819,Damaged Product,2822.57,Rejected
2823,Wrong Item Delivered,1697.74,Rejected
2831,Damaged Product,2225.97,Rejected
2864,Changed Mind,114.55,Refunded
2868,Size Issue,1886.06,Refunded
2870,Size Issue,4008.37,Refunded
2875,Poor Quality,498.69,Pending
2888,Late Delivery,560.37,Rejected
2889,Changed Mind,2581.13,Refunded
2895,Size Issue,392.65,Pending
2899,Late Delivery,617.84,Pending
2905,Size Issue,4238.98,Pending
2914,Changed Mind,3688.78,Rejected
2915,Size Issue,2761.1,Rejected
2918,Wrong Item Delivered,4194.62,Rejected
2924,Size Issue,1505.1,Refunded
2928,Damaged Product,1666.44,Refunded
2930,Changed Mind,4233.25,Refunded
2935,Poor Quality,2781.12,Pending
2964,Changed Mind,4981.49,Rejected
2970,Size Issue,3250.21,Rejected
2979,Wrong Item Delivered,1705.33,Pending
2980,Size Issue,462.74,Refunded
2987,Changed Mind,453.24,Pending
2996,Poor Quality,1334.59,Pending
2998,Late Delivery,4762.17,Rejected
3001,Size Issue,1719.39,Refunded
3005,Size Issue,1735.28,Rejected
3013,Changed Mind,2588.97,Refunded
3022,Poor Quality,2439.17,Refunded
3034,Damaged Product,3679.49,Refunded
3040,Late Delivery,2411.31,Pending
3062,Changed Mind,4366.46,Pending
3070,Poor Quality,1442.35,Pending
3085,Damaged Product,4019.61,Pending
3086,Damaged Product,2152.47,Rejected
3090,Size Issue,3676.85,Rejected
3102,Wrong Item Delivered,4361.72,Refunded
3103,Wrong Item Delivered,1004.38,Refunded
3113,Wrong Item Delivered,2487.88,Refunded
3124,Changed Mind,1994.19,Rejected
3129,Changed Mind,568.73,Refunded
3133,Poor Quality,3896.54,Pending
3143,Damaged Product,2066.07,Pending
3145,Poor Quality,2429,Refunded
3162,Damaged Product,4910.07,Pending
3170,Size Issue,2975.42,Refunded
3171,Poor Quality,359.97,Rejected
3187,Damaged Product,253.97,Pending
3198,Size Issue,1711.11,Refunded
3202,Late Delivery,4586.62,Pending
3204,Damaged Product,1029.06,Rejected
3215,Damaged Product,1147.23,Rejected
3220,Poor Quality,4517.3,Pending
3226,Damaged Product,956.39,Pending
3250,Wrong Item Delivered,1178.14,Refunded
3261,Late Delivery,4695.8,Refunded
3282,Damaged Product,4306.06,Refunded
3284,Poor Quality,4278.71,Rejected
3287,Late Delivery,1635.48,Refunded
3328,Wrong Item Delivered,2878.59,Refunded
3329,Late Delivery,4084.1,Refunded
3333,Late Delivery,2168.15,Rejected
3338,Damaged Product,284.76,Rejected
3357,Changed Mind,2010.78,Refunded
3382,Changed Mind,402.23,Pending
3383,Size Issue,2756.58,Pending
3390,Poor Quality,453.51,Pending
3391,Late Delivery,3615.71,Pending
3409,Wrong Item Delivered,4261.58,Refunded
3419,Damaged Product,1507.18,Refunded
3423,Wrong Item Delivered,1975.51,Pending
3425,Late Delivery,1890.02,Rejected
3429,Changed Mind,2359.53,Pending
3432,Late Delivery,2806.63,Refunded
3456,Poor Quality,3339.23,Rejected
3473,Late Delivery,4531.53,Rejected
3483,Size Issue,1925.58,Pending
3484,Late Delivery,575.38,Pending
3486,Poor Quality,1921.93,Rejected
3494,Poor Quality,1784.94,Refunded
3500,Wrong Item Delivered,128.26,Refunded
3502,Size Issue,1603.63,Pending
3504,Late Delivery,2028.17,Refunded
3505,Wrong Item Delivered,4103.46,Refunded
3509,Late Delivery,1156.46,Pending
3512,Wrong Item Delivered,700.92,Pending
3520,Damaged Product,2566.83,Pending
3522,Wrong Item Delivered,4511.51,Pending
3533,Poor Quality,4919.95,Refunded
3547,Damaged Product,4054.79,Refunded
3553,Poor Quality,579.26,Rejected
3556,Late Delivery,2696.85,Refunded
3572,Wrong Item Delivered,2510.35,Refunded
3586,Size Issue,4158.24,Rejected
3616,Wrong Item Delivered,4652.21,Pending
3617,Late Delivery,2635.95,Refunded
3622,Size Issue,3680.07,Refunded
3626,Size Issue,1474.74,Rejected
3632,Poor Quality,4179.81,Pending
3634,Late Delivery,4495.82,Rejected
3643,Poor Quality,4404.08,Pending
3660,Poor Quality,4098.81,Refunded
3670,Late Delivery,4207.48,Rejected
3681,Poor Quality,1784.06,Pending
3686,Wrong Item Delivered,595.01,Rejected
3694,Late Delivery,3052.98,Pending
3696,Late Delivery,4210.25,Rejected
3707,Wrong Item Delivered,3617.6,Rejected
3711,Poor Quality,4851.43,Refunded
3718,Changed Mind,4676.58,Pending
3720,Damaged Product,2035.12,Refunded
3738,Late Delivery,2043.91,Rejected
3743,Poor Quality,1712.62,Refunded
3756,Changed Mind,233.99,Rejected
3758,Poor Quality,2520.79,Pending
3759,Damaged Product,2814.13,Refunded
3761,Changed Mind,1148.44,Refunded
3768,Late Delivery,396.47,Refunded
3771,Poor Quality,3522.38,Rejected
3789,Late Delivery,3576.94,Rejected
3802,Late Delivery,1460.99,Pending
3805,Wrong Item Delivered,3937.6,Refunded
3830,Changed Mind,359.94,Rejected
3833,Changed Mind,4261.41,Refunded
3834,Size Issue,1003.92,Refunded
3838,Damaged Product,1275.91,Rejected
3846,Late Delivery,3678.22,Refunded
3851,Wrong Item Delivered,4550.98,Refunded
3853,Poor Quality,4487.99,Rejected
3858,Wrong Item Delivered,1540.36,Refunded
3860,Changed Mind,4837.23,Rejected
3870,Size Issue,4794.45,Rejected
3879,Late Delivery,4553.36,Pending
3880,Poor Quality,3775.64,Rejected
3886,Poor Quality,3945.82,Refunded
3889,Changed Mind,1589.74,Pending
3895,Size Issue,2130.62,Rejected
3923,Poor Quality,762.85,Pending
3930,Changed Mind,1846.44,Refunded
3931,Poor Quality,1178.62,Pending
3937,Poor Quality,1895.71,Rejected
3945,Late Delivery,3838.87,Pending
3973,Late Delivery,4206.48,Pending
3993,Size Issue,4995.32,Rejected
3996,Late Delivery,2438.18,Refunded
4026,Size Issue,3353.12,Rejected
4027,Size Issue,1757.57,Pending
4030,Damaged Product,4728.92,Pending
4060,Changed Mind,2558.94,Refunded
4069,Changed Mind,196.03,Pending
4076,Poor Quality,255.35,Refunded
4077,Damaged Product,3861.06,Pending
4084,Poor Quality,822.3,Rejected
4093,Poor Quality,2801.72,Refunded
4103,Changed Mind,1864.92,Pending
4109,Wrong Item Delivered,3171.27,Refunded
4112,Changed Mind,2843.22,Pending
4116,Wrong Item Delivered,940.72,Refunded
4136,Wrong Item Delivered,3137.04,Refunded
4152,Late Delivery,4618.72,Pending
4160,Size Issue,875.65,Rejected
4191,Damaged Product,4570.11,Pending
4199,Poor Quality,2057.1,Pending
4206,Poor Quality,1284.02,Refunded
4208,Late Delivery,741.93,Pending
4222,Damaged Product,3000.54,Refunded
4241,Changed Mind,2233.99,Rejected
4248,Late Delivery,3258.13,Refunded
4258,Poor Quality,1538.65,Refunded
4262,Poor Quality,3209.17,Refunded
4263,Late Delivery,188.93,Rejected
4275,Damaged Product,4231.16,Pending
4282,Size Issue,1066.98,Refunded
4288,Damaged Product,1883.4,Pending
4293,Damaged Product,2093.46,Rejected
4298,Wrong Item Delivered,1920.41,Pending
4311,Poor Quality,3905.88,Rejected
4321,Wrong Item Delivered,2129.74,Rejected
4324,Poor Quality,1086.7,Refunded
4326,Size Issue,337.35,Refunded
4342,Changed Mind,2420.1,Rejected
4346,Changed Mind,2219.75,Refunded
4357,Size Issue,1832.96,Rejected
4360,Late Delivery,1883.5,Rejected
4363,Wrong Item Delivered,1698.19,Pending
4381,Damaged Product,2199.91,Rejected
4384,Wrong Item Delivered,1227.25,Rejected
4385,Size Issue,2724.54,Pending
4394,Late Delivery,2013.89,Refunded
4426,Late Delivery,389.45,Rejected
4435,Changed Mind,472.19,Refunded
4473,Wrong Item Delivered,3403.98,Refunded
4476,Changed Mind,1821,Pending
4483,Poor Quality,1715.92,Pending
4499,Damaged Product,3282.22,Pending
4503,Poor Quality,646.03,Refunded
4505,Wrong Item Delivered,2320.97,Pending
4514,Damaged Product,1520.48,Pending
4517,Late Delivery,319.45,Rejected
4519,Late Delivery,4143.95,Pending
4523,Wrong Item Delivered,442.73,Rejected
4529,Late Delivery,4226.77,Pending
4541,Poor Quality,2185.35,Pending
4546,Size Issue,3252.17,Refunded
4555,Poor Quality,3382.14,Refunded
4564,Poor Quality,4653.78,Pending
4572,Poor Quality,3478.05,Rejected
4583,Wrong Item Delivered,4140.33,Pending
4584,Wrong Item Delivered,3927.8,Pending
4590,Damaged Product,4054.97,Refunded
4591,Size Issue,1669.98,Rejected
4603,Wrong Item Delivered,2764.8,Pending
4609,Wrong Item Delivered,2849.62,Pending
4616,Late Delivery,3930.1,Rejected
4621,Poor Quality,756.61,Pending
4635,Poor Quality,3509.7,Refunded
4638,Size Issue,2040.47,Pending
4647,Poor Quality,1786.07,Rejected
4653,Late Delivery,4747.04,Refunded
4658,Late Delivery,2729.69,Rejected
4668,Size Issue,2933.95,Rejected
4677,Wrong Item Delivered,1978.32,Refunded
4681,Size Issue,2005.12,Refunded
4684,Changed Mind,2348.26,Refunded
4695,Changed Mind,1296.33,Pending
4701,Changed Mind,1950.7,Pending
4704,Poor Quality,236.95,Pending
4729,Damaged Product,2343.58,Pending
4732,Changed Mind,3932.56,Rejected
4741,Size Issue,3180.22,Refunded
4747,Wrong Item Delivered,630.69,Rejected
4757,Poor Quality,1159.27,Pending
4760,Changed Mind,3938.56,Rejected
4767,Size Issue,4924.42,Rejected
4772,Poor Quality,2912.36,Pending
4793,Size Issue,4784.99,Pending
4799,Wrong Item Delivered,2295.84,Pending
4815,Changed Mind,1467.85,Refunded
4816,Late Delivery,1495.26,Refunded
4818,Late Delivery,4829.71,Refunded
4823,Changed Mind,587.75,Rejected
4828,Changed Mind,4544.41,Pending
4829,Late Delivery,4518.76,Pending
4838,Changed Mind,3938.54,Pending
4839,Late Delivery,1951.67,Rejected
4841,Size Issue,3288.14,Rejected
4852,Damaged Product,2492.75,Rejected
4864,Wrong Item Delivered,2669.5,Pending
4883,Size Issue,3355.56,Pending
4901,Late Delivery,4286.1,Refunded
4903,Late Delivery,2792.43,Refunded
4906,Late Delivery,858.67,Rejected
4932,Poor Quality,419.73,Refunded
4938,Wrong Item Delivered,3244.04,Refunded
4944,Late Delivery,3481.02,Rejected
4953,Changed Mind,4599.22,Rejected
4968,Damaged Product,3661.14,Pending
4970,Damaged Product,4029.77,Refunded
4987,Late Delivery,2165.1,Pending
4999,Changed Mind,3421.13,Pending
5022,Wrong Item Delivered,739.15,Rejected
5030,Poor Quality,2126.78,Refunded
5031,Poor Quality,3161.47,Rejected
5033,Wrong Item Delivered,4600.85,Pending
5051,Changed Mind,2337.59,Pending
5056,Damaged Product,4862.79,Pending
5062,Wrong Item Delivered,1168.46,Pending
5075,Poor Quality,1271.69,Rejected
5087,Changed Mind,2872.71,Pending
5093,Size Issue,3679.73,Refunded
5101,Poor Quality,4957.32,Refunded
5103,Damaged Product,3677.07,Rejected
5108,Damaged Product,1207.27,Refunded
5112,Size Issue,481.64,Refunded
5122,Changed Mind,3339.29,Rejected
5127,Late Delivery,4297.06,Pending
5136,Late Delivery,1724.39,Refunded
5140,Size Issue,3546.96,Rejected
5148,Wrong Item Delivered,3799.68,Rejected
5151,Wrong Item Delivered,2870.85,Pending
5164,Late Delivery,346.13,Rejected
5167,Size Issue,4215.69,Pending
5170,Poor Quality,4679.4,Rejected
5179,Damaged Product,4678.97,Refunded
5180,Wrong Item Delivered,3946.64,Refunded
5189,Poor Quality,2734.19,Rejected
5191,Poor Quality,4238.46,Refunded
5194,Changed Mind,2392.47,Pending
5204,Damaged Product,2050.27,Refunded
5206,Damaged Product,1275.56,Rejected
5208,Poor Quality,3020.82,Rejected
5210,Poor Quality,2902.15,Rejected
5215,Damaged Product,707.94,Rejected
5239,Changed Mind,856.05,Pending
5242,Poor Quality,1187.78,Rejected
5245,Changed Mind,3506.77,Refunded
5254,Size Issue,1198.98,Pending
5255,Poor Quality,2246.7,Refunded
5256,Changed Mind,3324.86,Refunded
5269,Late Delivery,1998.59,Refunded
5279,Size Issue,3503.34,Refunded
5287,Poor Quality,4432.32,Pending
5291,Wrong Item Delivered,1569.79,Pending
5293,Size Issue,4058.04,Rejected
5302,Changed Mind,1807.77,Rejected
5309,Damaged Product,4763.93,Rejected
5312,Poor Quality,1304.85,Rejected
5322,Size Issue,2185.53,Pending
5325,Damaged Product,167.17,Rejected
5327,Changed Mind,4252.72,Rejected
5336,Changed Mind,1639.98,Refunded
5350,Late Delivery,3161.21,Refunded
5355,Wrong Item Delivered,258.82,Pending
5368,Size Issue,3754.16,Pending
5371,Poor Quality,1380.65,Refunded
5381,Damaged Product,4466.58,Refunded
5386,Damaged Product,2609.32,Rejected
5392,Wrong Item Delivered,3703.23,Rejected
5395,Late Delivery,739.35,Pending
5399,Wrong Item Delivered,2180.53,Rejected
5403,Size Issue,490.19,Refunded
5406,Wrong Item Delivered,2445.26,Rejected
5439,Damaged Product,4267.05,Pending
5445,Damaged Product,533.41,Pending
5448,Damaged Product,974.79,Pending
5469,Changed Mind,334.63,Rejected
5474,Late Delivery,3656.14,Pending
5480,Changed Mind,1718.94,Pending
5488,Late Delivery,3341.89,Rejected
5506,Changed Mind,4139.05,Rejected
5507,Size Issue,1255.61,Rejected
5509,Late Delivery,4669.38,Rejected
5515,Size Issue,2852.32,Rejected
5520,Size Issue,1868.74,Rejected
5544,Poor Quality,3624.85,Refunded
5550,Damaged Product,341.5,Rejected
5551,Wrong Item Delivered,2351.25,Pending
5569,Wrong Item Delivered,4618.91,Refunded
5580,Changed Mind,900.67,Pending
5600,Size Issue,4946.91,Rejected
5621,Changed Mind,169.33,Pending
5625,Wrong Item Delivered,3472.84,Refunded
5642,Changed Mind,1576.2,Pending
5664,Changed Mind,4060.75,Rejected
5671,Wrong Item Delivered,4096.72,Refunded
5690,Damaged Product,1439.54,Refunded
5695,Late Delivery,544.04,Refunded
5696,Late Delivery,2585.91,Pending
5717,Changed Mind,4114.08,Refunded
5724,Damaged Product,4244.62,Refunded
5731,Poor Quality,216.69,Rejected
5736,Poor Quality,3979.12,Rejected
5758,Late Delivery,459.67,Pending
5766,Damaged Product,1616.96,Refunded
5775,Poor Quality,4179.12,Refunded
5786,Changed Mind,2636.15,Refunded
